Year,Month,Day,Capital,Max Risk,No of lots,Trade Risk,Entry,Entry Time,Point Risk,Exit,Exit Time,PnL,New Capital
2017,09,13,999145.0,9991.45,2.0,7500.0,10113.85,2017-09-13 09:52:00+05:30,100.0,10075.85,2017-09-13 15:20:00+05:30,-2775.0,996370.0
2017,09,14,996370.0,9963.7,2.0,7500.0,10111.35,2017-09-14 09:18:00+05:30,100.0,10085.0,2017-09-14 15:20:00+05:30,-1833.7500000000546,994536.25
2017,09,18,994536.25,9945.362500000001,2.0,7500.0,10133.1,2017-09-18 09:15:00+05:30,100.0,10152.0,2017-09-18 15:20:00+05:30,1559.9999999999454,996096.25
2017,09,27,996096.25,9960.9625,2.0,7500.0,9920.6,2017-09-27 09:15:00+05:30,100.0,9818.7,2017-09-27 10:32:00+05:30,-7642.499999999973,988453.75
2017,09,29,988453.75,9884.5375,2.0,7500.0,9814.3,2017-09-29 09:15:00+05:30,100.0,9780.75,2017-09-29 15:20:00+05:30,-2234.9999999999454,986218.75
2017,10,03,986218.75,9862.1875,2.0,7500.0,9893.3,2017-10-03 09:15:00+05:30,100.0,9858.95,2017-10-03 15:20:00+05:30,-2504.9999999999727,983713.75
2017,10,04,983713.75,9837.1375,2.0,7500.0,9884.35,2017-10-04 09:15:00+05:30,100.0,9909.3,2017-10-04 15:20:00+05:30,2058.749999999918,985772.4999999999
2017,10,06,985772.4999999999,9857.724999999999,2.0,7500.0,9925.8,2017-10-06 09:15:00+05:30,100.0,9983.15,2017-10-06 15:20:00+05:30,4485.000000000082,990257.5
2017,10,09,990257.5,9902.575,2.0,7500.0,10013.4,2017-10-09 10:01:00+05:30,100.0,9988.35,2017-10-09 15:20:00+05:30,-1800.0,988457.5
2017,10,10,988457.5,9884.575,2.0,7500.0,10013.7,2017-10-10 09:15:00+05:30,100.0,10011.3,2017-10-10 15:20:00+05:30,-15.00000000005457,988442.5
2017,10,11,988442.5,9884.425000000001,2.0,7500.0,10042.6,2017-10-11 09:15:00+05:30,100.0,9977.8,2017-10-11 15:20:00+05:30,-4833.750000000055,983608.75
2017,10,12,983608.75,9836.0875,2.0,7500.0,10011.2,2017-10-12 09:15:00+05:30,100.0,10096.15,2017-10-12 15:20:00+05:30,6393.75,990002.5
2017,10,13,990002.5,9900.025,2.0,7500.0,10123.7,2017-10-13 09:15:00+05:30,100.0,10165.35,2017-10-13 15:20:00+05:30,3296.249999999918,993298.7499999999
2017,10,16,993298.7499999999,9932.9875,2.0,7500.0,10207.4,2017-10-16 09:15:00+05:30,100.0,10229.9,2017-10-16 15:20:00+05:30,1777.5000000000546,995076.2499999999
2017,10,24,995076.2499999999,9950.762499999999,2.0,7500.0,10218.55,2017-10-24 09:15:00+05:30,100.0,10207.1,2017-10-24 15:20:00+05:30,-734.9999999999454,994341.2499999999
2017,10,25,994341.2499999999,9943.412499999999,2.0,7500.0,10321.15,2017-10-25 09:15:00+05:30,100.0,10293.45,2017-10-25 15:20:00+05:30,-1766.2499999999454,992574.9999999999
2017,10,26,992574.9999999999,9925.749999999998,2.0,7500.0,10321.15,2017-10-26 12:59:00+05:30,100.0,10333.4,2017-10-26 15:20:00+05:30,1893.75,994468.7499999999
2017,10,27,994468.7499999999,9944.687499999998,2.0,7500.0,10362.3,2017-10-27 09:15:00+05:30,100.0,10321.7,2017-10-27 15:20:00+05:30,-2876.249999999891,991592.5
2017,10,30,991592.5,9915.925000000001,2.0,7500.0,10353.85,2017-10-30 09:15:00+05:30,100.0,10361.05,2017-10-30 15:20:00+05:30,573.7499999999727,992166.25
2017,11,01,992166.25,9921.6625,2.0,7500.0,10390.35,2017-11-01 09:15:00+05:30,100.0,10440.05,2017-11-01 15:20:00+05:30,3937.5,996103.75
2017,11,03,996103.75,9961.0375,2.0,7500.0,10461.55,2017-11-03 09:15:00+05:30,100.0,10451.8,2017-11-03 15:20:00+05:30,-588.7499999998909,995515.0000000001
2017,11,06,995515.0000000001,9955.150000000001,2.0,7500.0,10479.85,2017-11-06 13:02:00+05:30,100.0,10438.45,2017-11-06 15:20:00+05:30,-2542.4999999999727,992972.5000000001
2017,11,07,992972.5000000001,9929.725000000002,2.0,7500.0,10477.15,2017-11-07 09:15:00+05:30,100.0,10376.4,2017-11-07 13:38:00+05:30,-7556.250000000001,985416.2500000001
2017,11,08,985416.2500000001,9854.162500000002,2.0,7500.0,10378.0,2017-11-08 09:21:00+05:30,100.0,10307.05,2017-11-08 15:20:00+05:30,-5265.000000000055,980151.2500000001
2017,11,09,980151.2500000001,9801.5125,2.0,7500.0,10358.65,2017-11-09 09:15:00+05:30,100.0,10313.35,2017-11-09 15:20:00+05:30,-3371.249999999918,976780.0000000002
2017,11,16,976780.0000000002,9767.800000000003,2.0,7500.0,10162.9,2017-11-16 09:15:00+05:30,100.0,10217.85,2017-11-16 15:20:00+05:30,4136.249999999973,980916.2500000002
2017,11,17,980916.2500000002,9809.162500000002,2.0,7500.0,10324.55,2017-11-17 09:15:00+05:30,100.0,10281.0,2017-11-17 15:20:00+05:30,-3123.7499999999727,977792.5000000002
2017,11,20,977792.5000000002,9777.925000000003,2.0,7500.0,10303.1,2017-11-20 09:31:00+05:30,100.0,10291.1,2017-11-20 15:20:00+05:30,-791.2500000000819,977001.2500000001
2017,11,21,977001.2500000001,9770.0125,2.0,7500.0,10329.25,2017-11-21 09:15:00+05:30,100.0,10325.9,2017-11-21 15:20:00+05:30,-195.00000000002728,976806.2500000001
2017,11,22,976806.2500000001,9768.062500000002,2.0,7500.0,10350.8,2017-11-22 09:15:00+05:30,100.0,10340.05,2017-11-22 15:20:00+05:30,-678.7499999999454,976127.5000000001
2017,11,23,976127.5000000001,9761.275000000001,2.0,7500.0,10372.85,2017-11-23 11:54:00+05:30,100.0,10351.55,2017-11-23 15:20:00+05:30,-1537.5,974590.0000000001
2017,11,24,974590.0000000001,9745.900000000001,2.0,7500.0,10377.6,2017-11-24 09:17:00+05:30,100.0,10387.3,2017-11-24 15:20:00+05:30,870.0000000000273,975460.0000000001
2017,11,29,975460.0000000001,9754.600000000002,2.0,7500.0,10390.7,2017-11-29 09:18:00+05:30,100.0,10359.2,2017-11-29 15:20:00+05:30,-2013.7500000000273,973446.2500000001
2017,12,01,973446.2500000001,9734.462500000001,2.0,7500.0,10263.7,2017-12-01 09:15:00+05:30,100.0,10159.75,2017-12-01 14:31:00+05:30,-7796.250000000054,965650.0000000001
2017,12,04,965650.0000000001,9656.500000000002,2.0,7500.0,10175.05,2017-12-04 09:15:00+05:30,100.0,10123.15,2017-12-04 15:20:00+05:30,-3723.7499999999727,961926.2500000001
2017,12,07,961926.2500000001,9619.2625,2.0,7500.0,10079.3,2017-12-07 09:15:00+05:30,100.0,10169.6,2017-12-07 15:20:00+05:30,6903.750000000082,968830.0000000002
2017,12,08,968830.0000000002,9688.300000000003,2.0,7500.0,10198.45,2017-12-08 09:15:00+05:30,100.0,10264.05,2017-12-08 15:20:00+05:30,5144.999999999891,973975.0000000001
2017,12,11,973975.0000000001,9739.750000000002,2.0,7500.0,10310.5,2017-12-11 09:15:00+05:30,100.0,10324.5,2017-12-11 15:20:00+05:30,1241.2499999999454,975216.2500000001
2017,12,13,975216.2500000001,9752.162500000002,2.0,7500.0,10272.3,2017-12-13 11:05:00+05:30,100.0,10171.95,2017-12-13 14:57:00+05:30,-7526.249999999891,967690.0000000002
2017,12,14,967690.0000000002,9676.900000000003,2.0,7500.0,10229.3,2017-12-14 09:15:00+05:30,100.0,10258.0,2017-12-14 15:20:00+05:30,2400.0,970090.0000000002
2017,12,15,970090.0000000002,9700.900000000003,2.0,7500.0,10345.65,2017-12-15 09:15:00+05:30,100.0,10334.35,2017-12-15 15:20:00+05:30,-750.0,969340.0000000002
2017,12,18,969340.0000000002,9693.400000000003,2.0,7500.0,10353.8,2017-12-18 09:59:00+05:30,100.0,10379.65,2017-12-18 15:20:00+05:30,1968.75,971308.7500000002
2017,12,19,971308.7500000002,9713.087500000003,2.0,7500.0,10422.35,2017-12-19 09:15:00+05:30,100.0,10465.35,2017-12-19 15:20:00+05:30,3326.2500000000273,974635.0000000002
2017,12,21,974635.0000000002,9746.350000000002,2.0,7500.0,10473.95,2017-12-21 09:15:00+05:30,100.0,10437.5,2017-12-21 15:20:00+05:30,-2602.5000000000546,972032.5000000002
2017,12,22,972032.5000000002,9720.325000000003,2.0,7500.0,10457.3,2017-12-22 09:15:00+05:30,100.0,10496.15,2017-12-22 15:20:00+05:30,3093.75,975126.2500000002
2017,12,26,975126.2500000002,9751.262500000003,2.0,7500.0,10513.05,2017-12-26 09:15:00+05:30,100.0,10536.6,2017-12-26 15:20:00+05:30,1890.0000000000546,977016.2500000002
2017,12,27,977016.2500000002,9770.162500000002,2.0,7500.0,10552.25,2017-12-27 14:03:00+05:30,100.0,10482.0,2017-12-27 15:20:00+05:30,-4950.0,972066.2500000002
2017,12,28,972066.2500000002,9720.662500000002,2.0,7500.0,10510.55,2017-12-28 09:15:00+05:30,100.0,10467.45,2017-12-28 15:20:00+05:30,-3101.249999999891,968965.0000000003
2017,12,29,968965.0000000003,9689.650000000003,2.0,7500.0,10501.1,2017-12-29 09:15:00+05:30,100.0,10530.55,2017-12-29 15:20:00+05:30,2377.499999999918,971342.5000000002
2018,01,02,971342.5000000002,9713.425000000003,2.0,7500.0,10477.55,2018-01-02 09:15:00+05:30,100.0,10439.2,2018-01-02 15:20:00+05:30,-2621.249999999918,968721.2500000003
2018,01,03,968721.2500000003,9687.212500000003,2.0,7500.0,10482.65,2018-01-03 09:15:00+05:30,100.0,10444.0,2018-01-03 15:20:00+05:30,-2857.5000000000273,965863.7500000003
2018,01,04,965863.7500000003,9658.637500000004,2.0,7500.0,10475.65,2018-01-04 12:14:00+05:30,100.0,10504.1,2018-01-04 15:20:00+05:30,2231.25,968095.0000000003
2018,01,05,968095.0000000003,9680.950000000004,2.0,7500.0,10534.25,2018-01-05 09:15:00+05:30,100.0,10558.4,2018-01-05 15:20:00+05:30,1841.2499999999454,969936.2500000003
2018,01,08,969936.2500000003,9699.362500000003,2.0,7500.0,10591.7,2018-01-08 09:15:00+05:30,100.0,10619.2,2018-01-08 15:20:00+05:30,2167.4999999999727,972103.7500000003
2018,01,09,972103.7500000003,9721.037500000004,2.0,7500.0,10645.1,2018-01-09 09:15:00+05:30,100.0,10635.05,2018-01-09 15:20:00+05:30,-585.0000000000819,971518.7500000002
2018,01,10,971518.7500000002,9715.187500000002,2.0,7500.0,10655.05,2018-01-10 09:15:00+05:30,100.0,10634.0,2018-01-10 15:20:00+05:30,-1439.9999999999181,970078.7500000003
2018,01,11,970078.7500000003,9700.787500000004,2.0,7500.0,10654.35,2018-01-11 12:31:00+05:30,100.0,10651.35,2018-01-11 15:20:00+05:30,-157.50000000002728,969921.2500000003
2018,01,12,969921.2500000003,9699.212500000003,2.0,7500.0,10682.55,2018-01-12 09:15:00+05:30,100.0,10678.65,2018-01-12 15:20:00+05:30,-44.99999999989086,969876.2500000005
2018,01,15,969876.2500000005,9698.762500000004,2.0,7500.0,10718.5,2018-01-15 09:15:00+05:30,100.0,10735.15,2018-01-15 15:20:00+05:30,1372.4999999999454,971248.7500000005
2018,01,16,971248.7500000005,9712.487500000005,2.0,7500.0,10761.5,2018-01-16 09:15:00+05:30,100.0,10700.5,2018-01-16 15:20:00+05:30,-4575.0,966673.7500000005
2018,01,17,966673.7500000005,9666.737500000005,2.0,7500.0,10738.05,2018-01-17 10:35:00+05:30,100.0,10790.7,2018-01-17 15:20:00+05:30,4061.250000000109,970735.0000000006
2018,01,18,970735.0000000006,9707.350000000006,2.0,7500.0,10873.4,2018-01-18 09:15:00+05:30,100.0,10820.0,2018-01-18 15:20:00+05:30,-3768.7499999999995,966966.2500000006
2018,01,19,966966.2500000006,9669.662500000006,2.0,7500.0,10851.9,2018-01-19 10:13:00+05:30,100.0,10894.95,2018-01-19 15:20:00+05:30,3378.750000000082,970345.0000000007
2018,01,22,970345.0000000007,9703.450000000008,2.0,7500.0,10928.6,2018-01-22 10:02:00+05:30,100.0,10967.7,2018-01-22 15:20:00+05:30,2966.2499999999454,973311.2500000007
2018,01,23,973311.2500000007,9733.112500000007,2.0,7500.0,10997.4,2018-01-23 09:15:00+05:30,100.0,11088.8,2018-01-23 15:20:00+05:30,6952.500000000055,980263.7500000007
2018,01,29,980263.7500000007,9802.637500000008,2.0,7500.0,11102.3,2018-01-29 09:15:00+05:30,100.0,11124.5,2018-01-29 15:20:00+05:30,1773.7500000001091,982037.5000000008
2018,02,01,982037.5000000008,9820.37500000001,2.0,7500.0,11076.85,2018-02-01 09:15:00+05:30,100.0,10952.45,2018-02-01 12:40:00+05:30,-9329.999999999973,972707.5000000008
2018,02,01,972707.5000000008,9727.075000000008,2.0,7500.0,11063.8,2018-02-01 13:11:00+05:30,100.0,11013.9,2018-02-01 15:20:00+05:30,-3577.499999999918,969130.0000000009
2018,02,07,969130.0000000009,9691.30000000001,2.0,7500.0,10607.2,2018-02-07 09:15:00+05:30,100.0,10506.45,2018-02-07 10:58:00+05:30,-7556.250000000001,961573.7500000009
2018,02,08,961573.7500000009,9615.73750000001,2.0,7500.0,10518.5,2018-02-08 09:15:00+05:30,100.0,10577.65,2018-02-08 15:20:00+05:30,4548.749999999973,966122.5000000009
2018,02,12,966122.5000000009,9661.22500000001,2.0,7500.0,10518.2,2018-02-12 09:15:00+05:30,100.0,10531.6,2018-02-12 15:20:00+05:30,1053.7499999999454,967176.2500000009
2018,02,14,967176.2500000009,9671.76250000001,2.0,7500.0,10585.75,2018-02-14 09:15:00+05:30,100.0,10488.9,2018-02-14 15:20:00+05:30,-6791.249999999945,960385.0000000009
2018,02,15,960385.0000000009,9603.85000000001,2.0,7500.0,10537.9,2018-02-15 09:15:00+05:30,100.0,10547.05,2018-02-15 15:20:00+05:30,690.0000000000546,961075.0000000009
2018,02,16,961075.0000000009,9610.75000000001,2.0,7500.0,10596.2,2018-02-16 09:15:00+05:30,100.0,10494.15,2018-02-16 11:48:00+05:30,-7653.750000000081,953421.2500000008
2018,02,19,953421.2500000008,9534.212500000009,2.0,7500.0,10488.9,2018-02-19 09:15:00+05:30,100.0,10388.05,2018-02-19 10:00:00+05:30,-7563.750000000028,945857.5000000008
2018,02,20,945857.5000000008,9458.575000000008,2.0,7500.0,10415.55,2018-02-20 09:37:00+05:30,100.0,10361.8,2018-02-20 15:20:00+05:30,-3783.749999999918,942073.7500000009
2018,02,21,942073.7500000009,9420.73750000001,2.0,7500.0,10426.0,2018-02-21 09:15:00+05:30,100.0,10403.35,2018-02-21 15:20:00+05:30,-1582.5000000000273,940491.2500000009
2018,02,23,940491.2500000009,9404.91250000001,2.0,7500.0,10408.1,2018-02-23 09:15:00+05:30,100.0,10493.95,2018-02-23 15:20:00+05:30,6479.999999999973,946971.2500000009
2018,02,26,946971.2500000009,9469.712500000009,2.0,7500.0,10526.55,2018-02-26 09:15:00+05:30,100.0,10578.9,2018-02-26 15:20:00+05:30,4031.25,951002.5000000009
2018,02,27,951002.5000000009,9510.025000000009,2.0,7500.0,10615.2,2018-02-27 09:15:00+05:30,100.0,10550.15,2018-02-27 15:20:00+05:30,-4462.5,946540.0000000009
2018,03,01,946540.0000000009,9465.400000000009,2.0,7500.0,10518.3,2018-03-01 09:16:00+05:30,100.0,10457.05,2018-03-01 15:20:00+05:30,-4361.249999999973,942178.7500000009
2018,03,06,942178.7500000009,9421.78750000001,2.0,7500.0,10420.5,2018-03-06 09:15:00+05:30,100.0,10317.7,2018-03-06 14:47:00+05:30,-7709.999999999945,934468.7500000009
2018,03,08,934468.7500000009,9344.68750000001,2.0,7500.0,10216.25,2018-03-08 09:15:00+05:30,100.0,10233.35,2018-03-08 15:20:00+05:30,1500.0,935968.7500000009
2018,03,09,935968.7500000009,9359.68750000001,2.0,7500.0,10271.3,2018-03-09 09:15:00+05:30,100.0,10228.05,2018-03-09 15:20:00+05:30,-3191.2499999999454,932777.5000000009
2018,03,12,932777.5000000009,9327.775000000009,2.0,7500.0,10301.6,2018-03-12 09:15:00+05:30,100.0,10422.2,2018-03-12 15:20:00+05:30,9089.999999999918,941867.5000000008
2018,03,13,941867.5000000008,9418.675000000008,2.0,7500.0,10453.05,2018-03-13 10:02:00+05:30,100.0,10419.65,2018-03-13 15:20:00+05:30,-2381.25,939486.2500000008
2018,03,20,939486.2500000008,9394.862500000008,2.0,7500.0,10123.35,2018-03-20 10:12:00+05:30,100.0,10129.75,2018-03-20 15:20:00+05:30,536.2499999999727,940022.5000000008
2018,03,21,940022.5000000008,9400.225000000008,2.0,7500.0,10181.95,2018-03-21 09:15:00+05:30,100.0,10154.45,2018-03-21 15:20:00+05:30,-2036.2500000001091,937986.2500000007
2018,03,22,937986.2500000007,9379.862500000007,2.0,7500.0,10184.35,2018-03-22 09:25:00+05:30,100.0,10113.35,2018-03-22 15:20:00+05:30,-5126.250000000027,932860.0000000007
2018,03,26,932860.0000000007,9328.600000000008,2.0,7500.0,10011.85,2018-03-26 12:41:00+05:30,100.0,10126.75,2018-03-26 15:20:00+05:30,8617.499999999973,941477.5000000007
2018,03,27,941477.5000000007,9414.775000000007,2.0,7500.0,10188.0,2018-03-27 09:15:00+05:30,100.0,10181.35,2018-03-27 15:20:00+05:30,-318.75,941158.7500000007
2018,04,02,941158.7500000007,9411.587500000007,2.0,7500.0,10151.65,2018-04-02 09:15:00+05:30,100.0,10215.25,2018-04-02 15:20:00+05:30,4950.0,946108.7500000007
2018,04,04,946108.7500000007,9461.087500000007,2.0,7500.0,10274.6,2018-04-04 09:15:00+05:30,100.0,10169.85,2018-04-04 13:25:00+05:30,-7856.250000000001,938252.5000000007
2018,04,05,938252.5000000007,9382.525000000007,2.0,7500.0,10228.45,2018-04-05 09:15:00+05:30,100.0,10324.25,2018-04-05 15:20:00+05:30,7304.999999999973,945557.5000000007
2018,04,09,945557.5000000007,9455.575000000008,2.0,7500.0,10348.2,2018-04-09 09:15:00+05:30,100.0,10370.3,2018-04-09 15:20:00+05:30,1919.9999999998909,947477.5000000006
2018,04,10,947477.5000000006,9474.775000000007,2.0,7500.0,10412.9,2018-04-10 09:15:00+05:30,100.0,10407.8,2018-04-10 15:20:00+05:30,-270.0000000000273,947207.5000000006
2018,04,11,947207.5000000006,9472.075000000006,2.0,7500.0,10428.15,2018-04-11 09:15:00+05:30,100.0,10417.9,2018-04-11 15:20:00+05:30,-757.5000000000273,946450.0000000006
2018,04,12,946450.0000000006,9464.500000000005,2.0,7500.0,10444.45,2018-04-12 13:10:00+05:30,100.0,10458.75,2018-04-12 15:20:00+05:30,1166.2499999999454,947616.2500000006
2018,04,13,947616.2500000006,9476.162500000006,2.0,7500.0,10495.3,2018-04-13 09:15:00+05:30,100.0,10480.9,2018-04-13 15:20:00+05:30,-937.5,946678.7500000006
2018,04,16,946678.7500000006,9466.787500000006,2.0,7500.0,10511.8,2018-04-16 13:44:00+05:30,100.0,10530.3,2018-04-16 15:20:00+05:30,1466.2500000000819,948145.0000000007
2018,04,17,948145.0000000007,9481.450000000008,2.0,7500.0,10557.3,2018-04-17 09:15:00+05:30,100.0,10545.35,2018-04-17 15:20:00+05:30,-832.4999999998909,947312.5000000008
2018,04,18,947312.5000000008,9473.12500000001,2.0,7500.0,10578.9,2018-04-18 09:15:00+05:30,100.0,10533.75,2018-04-18 15:20:00+05:30,-3303.7499999999454,944008.7500000008
2018,04,19,944008.7500000008,9440.087500000009,2.0,7500.0,10563.65,2018-04-19 09:15:00+05:30,100.0,10568.65,2018-04-19 15:20:00+05:30,382.5000000000273,944391.2500000008
2018,04,23,944391.2500000008,9443.912500000008,2.0,7500.0,10606.65,2018-04-23 10:32:00+05:30,100.0,10584.05,2018-04-23 15:20:00+05:30,-1514.9999999999181,942876.2500000009
2018,04,24,942876.2500000009,9428.76250000001,2.0,7500.0,10609.4,2018-04-24 09:23:00+05:30,100.0,10611.05,2018-04-24 15:20:00+05:30,221.25000000005457,943097.5000000009
2018,04,26,943097.5000000009,9430.97500000001,2.0,7500.0,10591.2,2018-04-26 09:39:00+05:30,100.0,10620.75,2018-04-26 15:20:00+05:30,2489.999999999918,945587.5000000008
2018,04,27,945587.5000000008,9455.87500000001,2.0,7500.0,10651.65,2018-04-27 09:15:00+05:30,100.0,10691.35,2018-04-27 15:20:00+05:30,3060.000000000082,948647.5000000009
2018,04,30,948647.5000000009,9486.47500000001,2.0,7500.0,10737.4,2018-04-30 09:15:00+05:30,100.0,10735.15,2018-04-30 15:20:00+05:30,-26.250000000027285,948621.2500000009
2018,05,02,948621.2500000009,9486.212500000009,2.0,7500.0,10783.85,2018-05-02 09:15:00+05:30,100.0,10723.9,2018-05-02 15:20:00+05:30,-4327.500000000055,944293.7500000009
2018,05,04,944293.7500000009,9442.93750000001,2.0,7500.0,10700.45,2018-05-04 09:15:00+05:30,100.0,10616.15,2018-05-04 15:20:00+05:30,-6011.250000000109,938282.5000000008
2018,05,07,938282.5000000008,9382.825000000008,2.0,7500.0,10653.15,2018-05-07 09:15:00+05:30,100.0,10714.5,2018-05-07 15:20:00+05:30,4668.75,942951.2500000008
2018,05,08,942951.2500000008,9429.512500000008,2.0,7500.0,10757.9,2018-05-08 09:15:00+05:30,100.0,10715.5,2018-05-08 15:20:00+05:30,-3026.2500000000273,939925.0000000008
2018,05,09,939925.0000000008,9399.25000000001,2.0,7500.0,10742.0,2018-05-09 13:03:00+05:30,100.0,10740.6,2018-05-09 15:20:00+05:30,0.0,939925.0000000008
